Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:14,05-07-2024 09:25:17,3.108s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:17,05-07-2024 09:25:21,3.144s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:21,05-07-2024 09:25:28,7.416s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:28,05-07-2024 09:25:35,6.619s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:35,05-07-2024 09:25:39,4.394s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:39,05-07-2024 09:25:39,0.002s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:39,05-07-2024 09:25:42,3.250s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:25:42,05-07-2024 09:26:45,1m - 2.452s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:42,05-07-2024 09:25:46,3.216s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:46,05-07-2024 09:25:46,0.000s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:46,05-07-2024 09:25:49,3.070s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:49,05-07-2024 09:25:52,2.989s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:52,05-07-2024 09:25:58,6.757s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:58,05-07-2024 09:26:06,7.228s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:06,05-07-2024 09:26:10,4.158s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:10,05-07-2024 09:26:10,0.007s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:10,05-07-2024 09:26:45,34.974s,PASSED
,,,,,,,
Test Cases/Properties/TCP03 - Logout,TestCloud - Windows - Chrome 124.0.0.0,,Helper,05-07-2024 09:26:45,05-07-2024 09:26:57,12.034s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Make Appointment Text""), ""Make Appointment"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:45,05-07-2024 09:26:48,3.191s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Menu""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:48,05-07-2024 09:26:51,3.189s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Logout""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:51,05-07-2024 09:26:55,4.261s,PASSED
closeBrowser(),TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:26:55,05-07-2024 09:26:57,1.331s,PASSED
