Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"Password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""password"")",Chrome 126.0.0.0,,,02-07-2024 11:27:28,02-07-2024 11:27:28,0.293s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 11:27:28,02-07-2024 11:27:28,0.138s,FAILED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:31,02-07-2024 11:27:33,1.142s,FAILED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 11:27:31,02-07-2024 11:27:32,0.329s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 11:27:32,02-07-2024 11:27:32,0.000s,PASSED
"Username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""username"")",Chrome 126.0.0.0,,,02-07-2024 11:27:32,02-07-2024 11:27:32,0.287s,PASSED
"Password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""password"")",Chrome 126.0.0.0,,,02-07-2024 11:27:32,02-07-2024 11:27:32,0.358s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 11:27:32,02-07-2024 11:27:33,0.151s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,02-07-2024 11:28:45,02-07-2024 11:28:45,0.044s,FAILED
"verifyElementText(findTestObject(""3. Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,02-07-2024 11:28:45,02-07-2024 11:28:45,0.034s,FAILED
